"legislation_id","jurisdiction","legislation_type","act_name","legislation_name","url","agencies"
139,"Provincial","Act","Park Act","Park Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96344_01","Environment and Parks"
140,"Provincial","Regulations","Park Act","Park, Conservancy and Recreation Area Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/180_90_00","Environment and Parks"
141,"Federal","Act","Parks Canada Agency Act","Parks Canada Agency Act","https://laws-lois.justice.gc.ca/eng/acts/P-0.4/index.html","Minister of the Environment"
146,"Federal","Act","Pest Control Products Act","Pest Control Products Act","https://laws-lois.justice.gc.ca/eng/acts/P-9.01/index.html","Health Canada"
147,"Federal","Regulations","Pest Control Products Act","Pest Control Products Regulations","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2006-124/index.html","Health Canada"
150,"Provincial","Act","Private Managed Forest Land Act","Private Managed Forest Land Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03080_01","Forests"
151,"Provincial","Regulations","Private Managed Forest Land Act","Private Managed Forest Land Council Matters Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/372_2004","Forests"
152,"Provincial","Regulations","Private Managed Forest Land Act","Private Managed Forest Land Council Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/182_2007","Forests"
153,"Provincial","Regulations","Private Managed Forest Land Act; Administrative Tribunals Act","Private Managed Forest Land Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/371_2004","Forests; Attorney General and Deputy Premier"
5,"Provincial","Regulations","Professional Governance Act","Agrologists Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10_2021","Post-Secondary Education and Future Skills"
10,"Provincial","Regulations","Professional Governance Act","Applied Biologists Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13_2021","Post-Secondary Education and Future Skills"
11,"Provincial","Regulations","Professional Governance Act","Applied Science Technologists and Technicians Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12_2021","Post-Secondary Education and Future Skills"
62,"Provincial","Regulations","Professional Governance Act","Engineers and Geoscientists Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14_2021","Post-Secondary Education and Future Skills"
154,"Provincial","Act","Professional Governance Act","Professional Governance Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18047","Post-Secondary Education and Future Skills"
156,"Provincial","Act","Protected Areas Of British Columbia Act","Protected Areas of British Columbia Act","https://www.bclaws.gov.bc.ca/civix/content/complete/statreg/1922970521/00017/2013893993/?xsl=/templates/browse.xsl","Environment and Parks"
160,"Provincial","Act","Railway Act","Railway Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96395_01","Transportation and Transit; Water, Land and Resource Stewardship"
161,"Provincial","Act","Range Act","Range Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04071_01","Finance; Forests"
163,"Provincial","Regulations","Range Act","Range Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/116_2005","Finance; Forests"
166,"Provincial","Act","Riparian Areas Protection Act","Riparian Areas Protection Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97021_01","Water, Land and Resource Stewardship"
167,"Provincial","Regulations","Riparian Areas Protection Act","Riparian Areas Protection Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/178_2019","Water, Land and Resource Stewardship"
144,"Federal","Regulations","Species At Risk Act","Permits Authorizing an Activity Affecting Listed Wildlife Species Regulations","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2013-140/index.html","Minister of the Environment"
169,"Federal","Act","Species At Risk Act","Species at Risk Act","https://laws-lois.justice.gc.ca/eng/acts/S-15.3/index.html","Minister of the Environment"
176,"Provincial","Act","The Hunting And Fishing Heritage Act","The Hunting and Fishing Heritage Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02079_01","Water, Land and Resource Stewardship"
177,"Provincial","Act","Tla'amin Final Agreement Act Bc","Tla'amin Final Agreement Act BC","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13002_00_multi",
178,"Federal","Act","Tla'amin Final Agreement Act Ca","Tla’amin Final Agreement Act CA",,
179,"Provincial","Act","Transport Of Dangerous Goods Act","Transport of Dangerous Goods Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96458_01","Transportation and Transit"
180,"Provincial","Act","Transportation Act","Transportation Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04044_01","Transportation and Transit"
181,"Federal","Act","Transportation Of Dangerous Goods Act, 1992","Transportation of Dangerous Goods Act, 1992","https://laws-lois.justice.gc.ca/eng/acts/T-19.01/index.html","Minister of Transport"
183,"Federal","Regulations","Transportation Of Dangerous Goods Act, 1992","Transportation of Dangerous Goods Regulations","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2001-286/index.html","Minister of Transport"
182,"Federal","Regulations","Transportation Of Dangerous Goods Act, 1992","Transportation of Dangerous Goods by Rail Security Regulations","https://laws-lois.justice.gc.ca/eng/regulations/SOR-2019-113/index.html","Minister of Transport"
184,"Provincial","Act","Tsawwassen First Nation Final Agreement Act Bc","Tsawwassen First Nation Final Agreement Act BC","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07039_00_multi",
185,"Federal","Act","Tsawwassen First Nation Final Agreement Act Ca","Tsawwassen First Nation Final Agreement Act CA","https://laws-lois.justice.gc.ca/eng/acts/T-21.5/index.html",
190,"Provincial","Act","Water Protection Act","Water Protection Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96484_01","Water, Land and Resource Stewardship"
42,"Provincial","Regulations","Water Sustainability Act","Dam Safety Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/40_2016","Water, Land and Resource Stewardship"
96,"Provincial","Regulations","Water Sustainability Act","Groundwater Protection Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/39_2016","Water, Land and Resource Stewardship"
189,"Provincial","Regulations","Water Sustainability Act","Water Districts Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/38_2016","Water, Land and Resource Stewardship"
191,"Provincial","Act","Water Sustainability Act","Water Sustainability Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14015","Water, Land and Resource Stewardship"
192,"Provincial","Regulations","Water Sustainability Act","Water Sustainability Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/36_2016","Water, Land and Resource Stewardship"
193,"Provincial","Act","Water Utility Act","Water Utility Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96485_01","Water, Land and Resource Stewardship"
194,"Provincial","Act","Weed Control Act","Weed Control Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96487_01","Forests"
195,"Provincial","Regulations","Weed Control Act","Weed Control Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/66_85","Forests"
6,"Provincial","Regulations","Wildlife Act","Angling and Scientific Collection Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/125_90","Water, Land and Resource Stewardship"
40,"Provincial","Regulations","Wildlife Act","Controlled Alien Species Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/94_2009","Water, Land and Resource Stewardship"
46,"Provincial","Regulations","Wildlife Act","Designation of Officers Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/305_2002","Water, Land and Resource Stewardship"
93,"Provincial","Regulations","Wildlife Act","Freshwater Fish Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/261_83","Water, Land and Resource Stewardship"
116,"Provincial","Regulations","Wildlife Act","Management Unit Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/64_96","Water, Land and Resource Stewardship"
143,"Provincial","Regulations","Wildlife Act","Permit Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/253_2000#section2.1","Water, Land and Resource Stewardship"
198,"Provincial","Act","Wildlife Act","Wildlife Act","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96488_01","Water, Land and Resource Stewardship"
196,"Provincial","Regulations","Wildlife Act","Wildlife Act Commercial Activities Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/338_82","Water, Land and Resource Stewardship"
197,"Provincial","Regulations","Wildlife Act","Wildlife Act General Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/340_82","Water, Land and Resource Stewardship"
199,"Provincial","Regulations","Wildlife Act","Wildlife Management Areas Regulation","https://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12_2015","Water, Land and Resource Stewardship"
201,"Federal","Act","Wrecked, Abandoned Or Hazardous Vessels Act","Wrecked, Abandoned or Hazardous Vessels Act","https://laws-lois.justice.gc.ca/eng/acts/W-12.3/index.html","Minister of Transport"
