"act_name","jurisdiction","Section","Heading","implement_type","responsible_official","discretion_type","Paragraph"
"Mines Act","Provincial","15","Inspections","regulation; order; code; permit","inspector","discretionary","(4.1) If an inspector believes on reasonable grounds that a person has contravened or is contravening an order under this section or a provision of the Act, the code, the regulations or a permit and that the contravention has a detrimental environmental impact, the inspector may order the owner, agent, manager, permittee or any other person apparently in charge in, on or about a mine to do any of the following:"
"Mines Act","Provincial","15","Inspections","order","inspector","mandatory","(5) If an inspector is of the opinion that a delay in remedying a hazard would be dangerous to persons, property or the environment, the inspector must issue an order"
"Mines Act","Provincial","16","Order not to interfere with public works, etc.","order","inspector","discretionary","16  An inspector may order the operation of a mine to be conducted in a manner that will not interfere with a public work, public service, public utility, highway or railway, or with a pipeline as defined in section 1 (2) of the Energy Resource Activities Act or an adjacent mine property."
"Mines Act","Provincial","17","Chief inspector's authority to cause work to be done","notice","commissioner; chief","discretionary","(4) Notice of the debt in the prescribed form may be registered as a charge in the land title office or in the office of the chief gold commissioner, and no transfer of title or other dealing with the mine may take place until the debt is paid and the notice cancelled."
"Mines Act","Provincial","17","Chief inspector's authority to cause work to be done","notice","minister","discretionary","(5) With or without payment and on conditions the minister may impose, the minister may cancel the notice registered under subsection (4) and, on that happening, the mine may be transferred or otherwise dealt with."
"Mines Act","Provincial","2.1","Chief auditor","designation; appointment","minister; chief","mandatory","2.1  (1) The minister must designate in writing a person appointed under the Public Service Act, as the chief auditor."
"Mines Act","Provincial","2.4","Chief auditor's authority to delegate","requirement","chief","discretionary","2.4  (1) Subject to subsection (2), the chief auditor may delegate in writing to any person a power or duty of the chief auditor under this Act."
"Mines Act","Provincial","2.4","Chief auditor's authority to delegate","requirement","chief","discretionary","(2) The chief auditor may not delegate a power or duty to any of the following persons:"
"Mines Act","Provincial","2.5","Audits","order","chief","discretionary","(3) If, in inspecting a place under subsection (1), the chief auditor identifies a hazard and is of the opinion that a delay in remedying the hazard would be dangerous to persons, property or the environment, the chief auditor may issue an order"
"Mines Act","Provincial","3","Chief inspector","designation; appointment","minister; chief; inspector","mandatory","3  The minister must designate in writing a person appointed under the Public Service Act, as the Chief Inspector of Mines."
"Mines Act","Provincial","30","Posting of reports and orders","order; report","inspector","mandatory","30  (1) Each manager must post in a conspicuous place at the mine all inspection reports and orders issued by an inspector and must maintain them there for 30 days."
"Mines Act","Provincial","34","Health, safety and reclamation code committee","code; establishment; appointment","minister; committee","mandatory","34  (1) The minister must establish a health, safety and reclamation code committee consisting of the members the minister appoints."
"Mines Act","Provincial","34","Health, safety and reclamation code committee","code; requirement","committee","mandatory; discretionary","(3) The committee must prepare a code dealing with all aspects of health, safety and reclamation in the operation of a mine and may amend the code from time to time as required."
"Mines Act","Provincial","34","Health, safety and reclamation code committee","code; approval; requirement","inspector","discretionary","(4) A provision of the code may specify that the approval or consent of an inspector or some other person is required before a specified action may be taken."
"Mines Act","Provincial","35","Enforcement of Act, regulations, code, permit or order","regulation; order; code; permit","inspector","discretionary","35  (1) If an inspector finds that a mine is not being operated in accordance with an order under section 15 or a provision of the Act, the regulations, the code or a permit, the inspector may order the owner, agent, manager, permittee or person apparently in charge in, on or about a mine to comply with the order or provision."
"Mines Act","Provincial","38","Power to make regulations","approval; requirement","inspector","discretionary","(c) specify that the approval or consent of an inspector or some other person is required before a specified action may be taken, and, without limiting this section, may require approval or consent before a specified type of equipment is used at a mine or continues to be used in specified circumstances,"
"Mines Act","Provincial","38","Power to make regulations","regulation","chief; inspector","discretionary","(4) If a regulation is made that results in a limitation, restriction or prohibition on exploration or development or results in the closure of a mining operation, the chief inspector may, on conditions ordered by the chief inspector, consent to"
"Mines Act","Provincial","5","Power to appoint inspectors","appointment","chief; inspector","discretionary","5  The chief inspector may appoint persons as inspectors for the purposes of this Act."
"Mines Act","Provincial","8.2","Chief permitting officer","designation; appointment","minister; chief; officer","mandatory","8.2  The minister must designate in writing a person appointed under the Public Service Act, as the chief permitting officer."
"Mines Act","Provincial","9","Advisory committee","permit; approval; review; establishment","chief; committee; officer","mandatory","9  The chief permitting officer must establish and chair an advisory committee and must establish regional advisory committees to review applications for mine approvals and reclamation permits, referred to them by the chief permitting officer, to assist the chief permitting officer in carrying out the duties of the chief permitting officer under this Act."
"Natural Resource Compliance Act","Provincial","2","Natural resource officers - designation","regulation; designation","minister","discretionary","2  (1) Subject to the regulations, if any, the minister may designate in writing persons or a class of persons as natural resource officers."
"Natural Resource Compliance Act","Provincial","2","Natural resource officers - designation","designation","minister","discretionary","(2) In designating natural resource officers under subsection (1), the minister may"
"Natural Resource Compliance Act","Provincial","2","Natural resource officers - designation","designation","minister","discretionary","(3) The minister may vary or revoke a designation."
"Oceans Act","Federal","11","Prevention in contiguous zone of infringement of federal laws","code","commission","discretionary","11 A person who is responsible for the enforcement of a federal law that is a customs, fiscal, immigration or sanitary law and who has reasonable grounds to believe that a person in the contiguous zone of Canada would, if that person were to enter Canada, commit an offence under that law may, subject to Canada's international obligations, prevent the entry of that person into Canada or the commission of the offence and, for greater certainty, section 25 of the Criminal Code applies in respect of the exercise by a person of any powers under this section."
"Oceans Act","Federal","25","Recommendation - Minister of Foreign Affairs","regulation; order_in_council","governor_in_council; council","discretionary","(ii) in respect of a portion of the territorial sea of Canada prescribed in the regulations, an outer limit line may be determined, where, in the opinion of the Governor in Council, a portion of the territorial sea of Canada determined in accordance with paragraph 4(a) would conflict with the territorial sea of another state or other area of the sea in which another state has sovereign rights or would be unreasonably close to the coast of another state,"
"Oceans Act","Federal","25","Recommendation - Minister of Foreign Affairs","regulation; order_in_council","governor_in_council; council","discretionary","(iii) in respect of a portion of the exclusive economic zone of Canada or the continental shelf of Canada prescribed in the regulations, an outer limit line may be determined, where, in the opinion of the Governor in Council, a portion of the exclusive economic zone of Canada or the continental shelf of Canada determined in accordance with paragraph 13(1)(a) or 17(1)(a) or (b) would conflict with the territorial sea of another state or other area of the sea in which another state has sovereign rights or would be unreasonably close to the coast of another state or is otherwise inappropriate, and"
"Oceans Act","Federal","29","Development and implementation of strategy","strategy; agreement; establishment","minister","mandatory","29 The Minister, in collaboration with other ministers, boards and agencies of the Government of Canada, with provincial and territorial governments and with affected aboriginal organizations, coastal communities and other persons and bodies, including those bodies established under land claims agreements, shall lead and facilitate the development and implementation of a national strategy for the management of estuarine, coastal and marine ecosystems in waters that form part of Canada or in which Canada has sovereign rights under international law."
"Oceans Act","Federal","31","Integrated management plans","plan; agreement; establishment","minister","mandatory","31 The Minister, in collaboration with other ministers, boards and agencies of the Government of Canada, with provincial and territorial governments and with affected aboriginal organizations, coastal communities and other persons and bodies, including those bodies established under land claims agreements, shall lead and facilitate the development and implementation of plans for the integrated management of all activities or measures in or affecting estuaries, coastal waters and marine waters that form part of Canada or in which Canada has sovereign rights under international law."
"Oceans Act","Federal","32","Implementation of integrated management plans","agreement; establishment","minister; board; agency","discretionary","(c) may, on his or her own or jointly with another person or body or with another minister, board or agency of the Government of Canada, and taking into consideration the views of other ministers, boards and agencies of the Government of Canada, provincial and territorial governments and affected aboriginal organizations, coastal communities and other persons and bodies, including those bodies established under land claims agreements,"
"Oceans Act","Federal","33","Cooperation and agreements","agreement","minister; board; agency","discretionary","(b) may enter into agreements with any person or body or with another minister, board or agency of the Government of Canada;"
"Oceans Act","Federal","33","Consultation","agreement; establishment","minister","discretionary","(2) In exercising the powers and performing the duties and functions mentioned in this Part, the Minister may consult with other ministers, boards and agencies of the Government of Canada, with provincial and territorial governments and with affected aboriginal organizations, coastal communities and other persons and bodies, including those bodies established under land claims agreements."
"Oceans Act","Federal","35","Network of marine protected areas","plan","minister","mandatory","(2) For the purposes of integrated management plans referred to in sections 31 and 32, the Minister shall lead and coordinate the development and implementation of a national network of marine protected areas on behalf of the Government of Canada."
"Oceans Act","Federal","39","Designation of provincial government employees","designation","minister","discretionary","(2) The Minister may not designate any person or class of persons employed by the government of a province unless that government agrees."
"Oceans Act","Federal","39.21","Detention order to ship","order","board; commission; officer","discretionary","39.21 (1) An enforcement officer may make a detention order in relation to a ship if they have reasonable grounds to believe that the ship or a person on board the ship has committed an offence under this Act in Canadian waters or the exclusive economic zone of Canada and that the ship was used in connection with the commission of the offence."
"Oceans Act","Federal","39.22","Compliance order","order","commission; officer","discretionary","39.22 (1) If an enforcement officer has reasonable grounds to believe that a person is committing an offence under this Act - or is about to commit an offence under this Act - the enforcement officer may issue a compliance order directing any person described in subsection (3) to take, at their own expense, any of the measures referred to in subsection (4) that the enforcement officer believes are reasonable in the circumstances, and consistent with the protection and preservation of the marine environment and with public safety, in order to cease the commission of the offence or to refrain from committing it."
"Oceans Act","Federal","47","Fees for services or use of facilities","regulation","minister; board; agency","discretionary","47 (1) The Minister may, subject to any regulations that the Treasury Board may make for the purposes of this section, fix the fees to be paid for a service or the use of a facility provided under this Act by the Minister, the Department or any board or agency of the Government of Canada for which the Minister has responsibility."
"Oceans Act","Federal","48","Fees for products, rights and privileges","regulation","minister; board; agency","discretionary","48 The Minister may, subject to any regulations that the Treasury Board may make for the purposes of this section, fix fees in respect of products, rights and privileges provided under this Act by the Minister, the Department or any board or agency of the Government of Canada for which the Minister has responsibility."
"Oceans Act","Federal","49","Fees in respect of regulatory processes, etc.","regulation; approval","minister; board; agency","discretionary","49 (1) The Minister may, subject to any regulations that the Treasury Board may make for the purposes of this section, fix fees in respect of regulatory processes or approvals provided under this Act by the Minister, the Department or any board or agency of the Government of Canada for which the Minister has responsibility."
"Park Act","Provincial","10","Class C parks boards","park; appointment","minister; board","mandatory","10  (1) Every Class C park must be under the jurisdiction of a separate park board appointed by the minister."
"Park Act","Provincial","10","Class C parks boards","regulation; park","board","mandatory","(3) A park board must conduct its proceedings and manage, administer, regulate and control the park under its jurisdiction in accordance with this Act and the regulations."
"Park Act","Provincial","11","Minister's power to acquire land","order_in_council; park; approval","governor_in_council; minister; council","discretionary","11  (1) For the purpose of establishing or enlarging any park, conservancy or recreation area, the minister, on behalf of the government, with the approval of the Lieutenant Governor in Council, may do one or more of the following:"
"Park Act","Provincial","19","No rights acquired in contravention of this Act","empowerment","minister","discretionary","(2) The minister or an authorized representative of the minister may seize any natural resource, structure, improvement or work referred to in subsection (1) and sell or otherwise dispose of it for the sole benefit of the government."
"Park Act","Provincial","2","Application of other Acts","regulation; protected_area; assessment","minister","mandatory","2  (1) This Act is subject to the Environment and Land Use Act, the Environmental Assessment Act, the Haida Nation Recognition Act, the Muskwa-Kechika Management Area Act, the Wildfire Act, except section 18 of that Act, and the Environmental Management Act, but otherwise, except as provided in this Act, this Act and the regulations are not subject to any other Act or regulation, whenever made, and a minister, ministry of government or agent of the Crown must not exercise any power granted under any other Act or regulation except in accordance with this Act and the regulations."
"Park Act","Provincial","22","Restoration deposit may be required","park; permit; empowerment; requirement","minister","discretionary","22  Before issuing a park use permit or resource use permit, the minister or the minister's authorized agent may require the person to whom it is intended to issue the permit to pay to the government a sum that the minister or that agent considers sufficient to defray the cost of the restoration or repair of the park, conservancy or recreation area concerned necessitated by the use authorized by the permit."
"Park Act","Provincial","27","Minister may accept gifts","reserve; park","minister","discretionary","27  (1) The minister, on behalf of the government, may accept gifts or bequests of money or other property for purposes of parks, conservancies, recreation areas, ecological reserves or areas protected under the Environment and Land Use Act and administered by the minister."
"Park Act","Provincial","27.3","Recovery of administrative penalties","certificate; requirement","minister","discretionary","(2) If a person fails to pay an administrative penalty as required under section 27.1, the minister may file a certificate in a court that has jurisdiction and, on filing, the certificate has the same force and effect, and all proceedings may be taken on it, as if it were a judgment of the court with which it is filed."
"Park Act","Provincial","29.2","Fees and charges for uses and services","regulation; approval","minister; board","discretionary","29.2  (1) With the prior approval of the Treasury Board, the minister may make regulations prescribing a fee, rate or charge, or a range of fees, rates or charges, payable to the government or to another person for"
"Park Act","Provincial","3","Duties and responsibilities of minister","park","minister","mandatory","3  (1) Except as otherwise provided in this Act, the minister has jurisdiction over, and must manage and administer, all matters concerning parks, conservancies and recreation areas and public and private use and conduct in them, including all of the following:"
"Park Act","Provincial","3","Duties and responsibilities of minister","order","minister","mandatory","(2) The minister has, subject to an order under section 6, jurisdiction over and must manage and administer land or a trail, path or waterway comprised in an order under that section."
"Park Act","Provincial","31.1","Transitional - validation of existing permits in conservancies","park; permit","minister","discretionary","31.1  (1) Despite section 9 (10) (d), the minister may issue a park use permit authorizing a person who, on the establishment date for a conservancy, holds"
"Park Act","Provincial","31.1","Transitional - validation of existing permits in conservancies","park; permit","minister","discretionary","(2) The minister may renew, cancel, amend or approve the transfer of a park use permit issued under subsection (1)."
"Park Act","Provincial","4","Directors, officers, employees and park rangers","appointment","minister","discretionary","4  (1) The minister may appoint one or more directors and other officers and employees under the Public Service Act to assist the minister in the performance of duties and the exercise of powers under this Act."
"Park Act","Provincial","4","Directors, officers, employees and park rangers","park; appointment","minister","discretionary","(2) The minister may appoint persons, or persons within a class of persons, to be park rangers."
"Park Act","Provincial","4","Directors, officers, employees and park rangers","park; appointment","minister","discretionary","(4) In appointing park rangers under subsection (2), the minister may"
"Park Act","Provincial","5","Classification of parks, conservancies and recreation areas","order_in_council","governor_in_council; council","discretionary","5  (1) The Lieutenant Governor in Council may"
"Park Act","Provincial","5","Classification of parks, conservancies and recreation areas","order_in_council; park","governor_in_council; council","mandatory; discretionary","(2) Even though the power conferred on the Lieutenant Governor in Council by subsection (1) is expressed as being permissive, the Lieutenant Governor in Council must exercise that power to the extent and as often as may be necessary to ensure that the total area of parks and recreation areas"
"Park Act","Provincial","5","Classification of parks, conservancies and recreation areas","order; order_in_council; park","governor_in_council; council","discretionary","(5) The Lieutenant Governor in Council may, by order, extend the boundaries of any park, or consolidate 2 or more of the parks, referred to in subsection (3)."
"Park Act","Provincial","5","Classification of parks, conservancies and recreation areas","order; order_in_council; establishment","governor_in_council; council","discretionary","(7) The Lieutenant Governor in Council, by order, may extend the boundaries of any conservancy, or consolidate 2 or more of the conservancies, established or continued under the Protected Areas of British Columbia Act."
"Park Act","Provincial","6","Additional powers for Crown land","order; order_in_council; empowerment","governor_in_council; minister; council","discretionary","the Lieutenant Governor in Council may, by order made under this and any other applicable Act, authorize the minister to manage and administer the land, or the trail, path or waterway, or the interest of the government in it."
"Park Act","Provincial","7","Power to modify boundaries","order_in_council; park; establishment","governor_in_council; council","discretionary","7  (1) The Lieutenant Governor in Council may cancel, reestablish or revise the boundaries of any park, conservancy or recreation area established under this Act to"
"Parks Canada Agency Act","Federal","10","Appointment","order_in_council; appointment","governor_in_council; chief; council; officer","mandatory; discretionary","10 (1) The Governor in Council shall appoint an officer, to be called the Chief Executive Officer, to hold office during pleasure for a term of not more than five years, which term may be renewed for one or more further terms."
"Parks Canada Agency Act","Federal","11","Absence or incapacity","order_in_council; approval; appointment","governor_in_council; minister; chief; council; officer","discretionary","11 In the event of the absence or incapacity of the Chief Executive Officer or a vacancy in that office, the Minister may appoint any person to exercise the powers and perform the duties and functions of the Chief Executive Officer, but no person may be so appointed for a term of more than ninety days without the approval of the Governor in Council."
"Parks Canada Agency Act","Federal","12","Delegation","regulation; requirement","chief; officer","discretionary","(4) The Chief Executive Officer may delegate to any person any power, duty or function conferred on the Chief Executive Officer under this Act or any other Act or regulation."
"Parks Canada Agency Act","Federal","18","Legal proceedings","requirement","agency","discretionary","18 (1) Actions, suits or other legal proceedings in respect of any right or obligation acquired or incurred by the Agency, whether in its own name or in the name of Her Majesty in right of Canada, may be brought or taken by or against the Agency in the name of the Agency in any court that would have jurisdiction if the Agency were not an agent of Her Majesty."
"Parks Canada Agency Act","Federal","2","Definitions","order_in_council; program; approval","governor_in_council; minister; council","discretionary","(c) any other matters within the jurisdiction of the Minister that relate to areas of Canadian natural or historical significance that the Minister may, with the approval of the Governor in Council, specify for the purposes of this definition. (programmes de protection du patrimoine)"
"Parks Canada Agency Act","Federal","2","Definitions","order_in_council; approval","governor_in_council; minister; council","discretionary","(c) any other areas within the jurisdiction of the Minister that are of Canadian natural or historical significance and that the Minister may, with the approval of the Governor in Council, specify for the purposes of this definition. (autres lieux patrimoniaux proteges)"
"Parks Canada Agency Act","Federal","30","Delegation","requirement","minister; agency","discretionary","30 The Minister may delegate to the Agency any power, duty or function conferred on the Minister under sections 23 to 25 and 28."
"Parks Canada Agency Act","Federal","31","Report - heritage areas and programs","program; park; report","minister; chief; agency; officer","mandatory","31 At least every five years, the Chief Executive Officer shall provide the Minister with a report, to be tabled in each House of Parliament, on the state of national parks, national historic sites, national marine conservation areas and other protected heritage areas and heritage protection programs, and on the Agency's performance in carrying out its responsibilities under section 6."
"Parks Canada Agency Act","Federal","32","Management plans","plan; park","minister; chief; officer","mandatory","32. (1) In addition to the duties in relation to management plans under the Canada National Parks Act and the Canada National Marine Conservation Areas Act, the Chief Executive Officer shall, within five years after the establishment of a national historic site or other protected heritage area, other than the Rouge National Urban Park, or within five years after the coming into force of this section, whichever is later, provide the Minister with a management plan for that national historic site or other protected heritage area in respect of any matter that the Minister deems appropriate, including, but not limited to, commemorative and ecological integrity, resource protection or visitor use, and that plan shall be tabled in each House of Parliament."
"Parks Canada Agency Act","Federal","5","Exercise of powers conferred on Minister","regulation; program; park","minister; agency","mandatory; discretionary","5 (1) Subject to any direction given by the Minister, the Agency may exercise the powers and shall perform the duties and functions that relate to national parks, national historic sites, national marine conservation areas, other protected heritage areas and heritage protection programs that are conferred on, or delegated, assigned or transferred to, the Minister under any Act or regulation."
"Parks Canada Agency Act","Federal","5","Officers and employees","appointment; requirement","minister; agency; officer","mandatory; discretionary","(2) An officer or employee of the Agency may exercise any power and perform any duty or function referred to in subsection (1) if the officer or employee is appointed to serve in the Agency in a capacity appropriate to the exercise of the power or the performance of the duty or function, and in so doing, shall comply with any general or special direction given by the Minister."
"Parks Canada Agency Act","Federal","6","System plans","plan; park","agency","mandatory","(2) The Agency shall ensure that there are long-term plans in place for establishing systems of national parks, national historic sites and national marine conservation areas."
"Parks Canada Agency Act","Federal","7","Additions to or deletions from the schedule","regulation; order; order_in_council; program; park","governor_in_council; council","discretionary","7 (1) The Governor in Council may, by order, add to or delete from the schedule any Act of Parliament or regulation or part of an Act or regulation that relates to national parks, national historic sites, national marine conservation areas or other protected heritage areas or heritage protection programs."
"Parks Canada Agency Act","Federal","7","Additions to or deletions from schedule","regulation; order; order_in_council","governor_in_council; council","discretionary","(2) For the purposes of section 6.1, the Governor in Council may, by order, add to or delete from the schedule any Act of Parliament or regulation made under an Act of Parliament, or part of such an Act or regulation, that relates to the environment."
"Parks Canada Agency Act","Federal","9","Choice of goods and services providers","order_in_council; approval","governor_in_council; board; agency; council","discretionary","9 Notwithstanding section 9 of the Department of Public Works and Government Services Act, the Agency, with the approval given generally or in a specific case by the Governor in Council, on the recommendation of the Treasury Board, may procure goods and services, including legal services, from outside the federal public administration."
"Pest Control Products Act","Federal","13","Mandatory reporting","report","minister","mandatory","13 An applicant for registration of a pest control product, a person who makes an application under subsection 10(2) or a registrant shall report any prescribed information that relates to the health or environmental risks or the value of the pest control product to the Minister within the prescribed time and in the form and manner directed by the Minister."
"Pest Control Products Act","Federal","14","Determination by Minister","review","minister","mandatory","14 After considering any information reported under section 12 or 13, the Minister shall determine whether a special review of the registration of the pest control product should be initiated."
"Pest Control Products Act","Federal","16","Minister's discretion to initiate re-evaluation","requirement","minister","discretionary","16 (1) The Minister may initiate the re-evaluation of a registered pest control product if the Minister considers that, since the product was registered, there has been a change in the information required, or the procedures used, for the evaluation of the health or environmental risks or the value of pest control products of the same class or kind."
"Pest Control Products Act","Federal","16","Request for information from departments and provinces","regulation; notice","minister","mandatory","(4) After the re-evaluation is initiated, the Minister shall deliver a notice to federal and provincial government departments and agencies whose interests and concerns are affected by the federal regulatory system requesting them to provide, in the form and within the period specified in the notice, information in respect of the health and environmental risks and the value of the product that is under re-evaluation."
"Pest Control Products Act","Federal","16","If active ingredients not equivalent","regulation; permit","minister","mandatory","(5.1) If the active ingredients of the registered pest control product that is subject to the re-evaluation are not equivalent to the active ingredients in another registrant's registered pest control product, the Minister shall, subject to and in accordance with the regulations, permit the registrant whose product is subject to the re-evaluation to use or rely on information provided by the other registrant if the Minister is satisfied that the information is necessary for the re-evaluation."
"Pest Control Products Act","Federal","16","Evaluation of pest control product","regulation; requirement","minister","mandatory","(6) After the re-evaluation is initiated, the Minister shall, in accordance with the regulations, if any, conduct any evaluations that the Minister considers necessary with respect to the health or environmental risks or the value of the pest control product and shall carry out the consultations required by section 28."
"Pest Control Products Act","Federal","17","Initiation of special review by Minister","review","minister","mandatory","17 (1) The Minister shall initiate a special review of the registration of a pest control product if the Minister has reasonable grounds to believe that the health or environmental risks of the product are, or its value is, unacceptable."
"Pest Control Products Act","Federal","17","Special review where OECD ban","review","minister","mandatory","(2) Without limiting the generality of subsection (1), when a member country of the Organisation for Economic Co-operation and Development prohibits all uses of an active ingredient for health or environmental reasons, the Minister shall initiate a special review of registered pest control products containing that active ingredient."
"Pest Control Products Act","Federal","17","Special review where information from department or province","review","minister; agency","mandatory","(3) Without limiting the generality of subsection (1), the Minister shall initiate a special review of the registration of a pest control product if a federal or provincial government department or agency has provided information to the Minister that relates to the health or environmental risks or the value of the product and if, after considering the information provided, the Minister has reasonable grounds to believe that the health or environmental risks of the product are, or its value is, unacceptable."
"Pest Control Products Act","Federal","17","Request for special review","review","minister","discretionary","(4) Any person may request a special review of the registration of a pest control product by making a request to the Minister in the form and manner directed by the Minister."
"Pest Control Products Act","Federal","17","Scope of special review","review","minister","mandatory","(6) For the purposes of this section, the Minister shall initiate a special review only in relation to the aspect of the pest control product that prompted the special review."
"Pest Control Products Act","Federal","17","Addition of aspect","review","minister","discretionary","(7) If the Minister has initiated a re-evaluation of, or a special review in relation to, a pest control product, the Minister may, at any time before the decision statement is made public under subsection 28(5), expand the scope of the re-evaluation or special review to include any aspect of the product that would otherwise prompt a new special review under subsection (1), (2) or (3)."
"Pest Control Products Act","Federal","17.1","Discretion of Minister - aspect already covered","review","minister","discretionary","17.1 (1) Despite section 17, the Minister may decide not to initiate a special review in relation to a pest control product if a re-evaluation of, or a special review in relation to, the product has already been initiated that includes the aspect of the product that would otherwise prompt a special review."
"Pest Control Products Act","Federal","17.1","Discretion of Minister - previous decision statement","review","minister","discretionary","(2) Despite subsection 17(2), the Minister may decide not to initiate a special review of a registered pest control product under that subsection if"
"Pest Control Products Act","Federal","18","Request for information from departments and provinces","regulation; notice; review","minister","mandatory","(2) After the special review is initiated, the Minister shall deliver a notice to federal and provincial government departments and agencies whose interests and concerns are affected by the federal regulatory system requesting them to provide, in the form and within the period specified in the notice, information in respect of the health and environmental risks and the value of the product that is under special review."
"Pest Control Products Act","Federal","18","If active ingredients not equivalent","regulation; permit; review","minister","mandatory","(3.1) If the active ingredients of a registered pest control product that is subject to the special review are not equivalent to the active ingredients in another registrant's registered pest control product, the Minister shall, subject to and in accordance with the regulations, permit the registrant whose product is subject to the special review to use or rely on information provided by the other registrant if the Minister is satisfied that the information is necessary for the special review."
"Pest Control Products Act","Federal","18","Evaluation of pest control product","regulation; review; requirement","minister","mandatory","(4) After the special review is initiated, the Minister shall, in accordance with the regulations, if any, evaluate only the aspects of the pest control product that are within the scope of the special review and shall carry out the consultations required by section 28."
"Pest Control Products Act","Federal","19","Government policy to be given effect in evaluation","policy","minister","mandatory","(3) In evaluating the health and environmental risks and the value of a pest control product, the Minister shall give effect to government policy."
"Pest Control Products Act","Federal","19","Comparative risk and value assessment","regulation","minister","discretionary","(4) In determining whether the health and environmental risks and the value of a pest control product are acceptable, the Minister may, in accordance with the regulations, if any, take into account information regarding the risks and value of other pest control products that are registered for the same use."
"Pest Control Products Act","Federal","21","Confirmation","requirement","minister","mandatory","21 (1) If the Minister considers that the health and environmental risks and the value of a pest control product are acceptable after any required evaluations and consultations have been completed, the Minister shall confirm the registration."
"Pest Control Products Act","Federal","27","Implementation of international agreement","order; order_in_council; agreement","governor_in_council; council","discretionary","27 The Governor in Council may, by order, cancel or amend the registration of a pest control product or a class of pest control products if the Governor in Council considers it necessary to do so to implement an international agreement."
"Pest Control Products Act","Federal","28","Minister to consult","regulation","minister","mandatory","28 (1) The Minister shall consult the public and federal and provincial government departments and agencies whose interests and concerns are affected by the federal regulatory system before making a decision"
"Pest Control Products Act","Federal","33","Export control list","order; order_in_council; establishment","governor_in_council; council","discretionary","33 (1) The Governor in Council may, by order, establish a Pest Control Products Export Control List consisting of pest control products that meet the prescribed criteria."
"Pest Control Products Act","Federal","33","Application","authorization","minister","mandatory","(3) An application for authorization to export a pest control product must be made to the Minister in the form and manner directed by the Minister."
"Pest Control Products Act","Federal","33","Authorization","empowerment","minister","discretionary","(4) The Minister may authorize an applicant to export a pest control product to a specified country if"
"Pest Control Products Act","Federal","34","Amendment, suspension or cancellation","authorization","minister","discretionary","34 (1) The Minister may amend, suspend or cancel an authorization to export a pest control product if the Minister"
"Pest Control Products Act","Federal","35","Notice of objection to authorization decisions","authorization; notice; empowerment","minister","discretionary","(2) Any person may file with the Minister, in the form and manner directed by the Minister, a notice of objection to a decision to authorize the export of a pest control product or to amend or cancel an authorization within 60 days after a notice referred to in subsection 33(6) or 34(4) is made public."
"Pest Control Products Act","Federal","39","Confirmation, reversal or variation of decision","review","minister","mandatory","39 (1) After considering the recommendations of a review panel, the Minister shall confirm, reverse or vary the decision under review, but the confirmation, reversal or variation must not result in the registration, either initial or continued, of a pest control product unless the Minister considers that its health and environmental risks and its value are acceptable."
"Pest Control Products Act","Federal","41","Authorization","regulation; empowerment","minister","discretionary","41 (1) The Minister may, in accordance with the regulations and subject to any conditions that the Minister may specify, authorize a person to use an unregistered pest control product for a specified purpose."
"Pest Control Products Act","Federal","41","Conditions","empowerment","minister","mandatory","(2) The Minister shall authorize the use of a pest control product if the Minister considers that use of the product for the specified purpose in accordance with any conditions specified does not pose unacceptable health or environmental risks."
"Pest Control Products Act","Federal","42","Register","regulation; review; establishment","minister","mandatory","42 (1) The Minister shall establish and maintain a Register of Pest Control Products in accordance with the regulations, if any, that contains information about pest control products, including information about applications, registrations, re-evaluations and special reviews."
"Pest Control Products Act","Federal","53","Interference with seized things","authorization","inspector","mandatory","(4) Except with the authorization of an inspector, no person shall move, alter or interfere with a pest control product or other thing seized under this Act."
"Pest Control Products Act","Federal","53.1","Release of seized thing","regulation","inspector","mandatory","53.1 If an inspector is satisfied that the provisions of this Act and the regulations that apply with respect to a pest control product or other thing seized under this Act have been complied with, the product or thing must be released."
"Pest Control Products Act","Federal","53.3","Unlawful imports","regulation","inspector","discretionary","53.3 (1) An inspector who has reasonable grounds to believe that an imported pest control product does not meet the requirements of the regulations or was imported in contravention of a provision of this Act or the regulations may decide whether to give the owner or importer, or the person having possession, care or control of the product, the opportunity to take a measure in respect of it."
"Pest Control Products Act","Federal","53.3","Duty of inspector","regulation","inspector","mandatory","(3) If the inspector decides under subsection (1) not to give the owner or importer or the person having possession, care or control of the pest control product the opportunity to take a measure in respect of it, the inspector shall exercise, in respect of the product, any of the powers conferred by the provisions of this Act, other than this section, or of the regulations."
"Pest Control Products Act","Federal","54","Removal or destruction of unlawful imports","regulation; order; notice","inspector","discretionary","54 (1) An inspector who has reasonable grounds to believe that an imported pest control product does not meet the requirements of the regulations or was imported in contravention of a provision of this Act or the regulations may, by written notice, whether the pest control product is seized or not, order its owner or importer, or the person having possession, care or control of it, to remove it from Canada at their expense or, if removal is not possible, to destroy it at their expense."
"Pest Control Products Act","Federal","54","Forfeiture","notice","minister","discretionary","(2) If the pest control product is not removed from Canada, or destroyed, within the period specified in the notice?-?or, if no period is specified, within 90 days after the day on which the notice was delivered?-?it is, despite section 53.1, forfeited to Her Majesty in right of Canada and may be disposed of, as the Minister may direct, at the expense of the person to whom the notice was delivered."
