paragraph_id,legislation_id,section,heading,paragraph
276,2,20.2,Pre-existing residential structures,"""authorization"" means a permit or other authorization, issued under an enactment, to construct or alter a residence;"
277,2,20.2,Pre-existing residential structures,"""pre-existing residential structure"" means a residential structure that exists on agricultural land on the date this section comes into force, and"
278,2,20.2,Pre-existing residential structures,"(a) is an additional residence for which all required authorizations to construct or alter the residence were granted,"
279,2,20.2,Pre-existing residential structures,"(b) is a principal residence having a total floor area of more than 500 m2, or"
280,2,20.2,Pre-existing residential structures,(c) is of a size or is sited in contravention of a regulation;
281,2,20.2,Pre-existing residential structures,"""unfinished pre-existing residence"" means a residence to which all of the conditions in paragraphs (a) and (b), and either paragraph (c) or paragraph (d), apply:"
282,2,20.2,Pre-existing residential structures,"(a) the residence, if completed as designed, will be an additional residence or have a total floor area of more than 500 m2;"
283,2,20.2,Pre-existing residential structures,"(b) from the date construction or alteration of the residence began until completion, the construction or alteration"
284,2,20.2,Pre-existing residential structures,"(i)  is carried out in accordance with all applicable authorizations and enactments, and"
285,2,20.2,Pre-existing residential structures,"(ii)  continues without interruption, other than work stoppages considered reasonable in the building industry;"
286,2,20.2,Pre-existing residential structures,"(c) in the case of a residence that, on completion, will be an additional residence,"
287,2,20.2,Pre-existing residential structures,"(i)  all required authorizations to construct or alter the residence were granted, and"
288,2,20.2,Pre-existing residential structures,"(ii)  construction of the foundation of the residence, or alteration of the residence, had substantially begun"
289,2,20.2,Pre-existing residential structures,before the date this section comes into force;
290,2,20.2,Pre-existing residential structures,"(d) in the case of a residence that, on completion, will be a primary residence, either"
291,2,20.2,Pre-existing residential structures,"(i)  all required authorizations to construct or alter the residence were granted before the date this section comes into force and construction of the foundation of the residence, or alteration of the residence, substantially begins on or before November 5, 2019, or"
292,2,20.2,Pre-existing residential structures,"(ii)  if no authorizations to construct or alter the residence are required, construction of the foundation of the residence, or alteration of the residence, had substantially begun before the date this section comes into force."
293,2,20.2,Pre-existing residential structures,"(2) Despite section 20.1 (1), an owner of agricultural land may, on or after the date this section comes into force, do one or more of the following:"
294,2,20.2,Pre-existing residential structures,(a) complete construction or alteration of an unfinished pre-existing residence that
295,2,20.2,Pre-existing residential structures,"(i)  is a principal residence, but only if, on completion, the total floor area is as designed or less, or"
296,2,20.2,Pre-existing residential structures,"(ii)  is an additional residence, and"
297,2,20.2,Pre-existing residential structures,"(b) alter a pre-existing residential structure, but only if, on completion, the alteration will lead to no further contravention of the Act or regulations."
298,2,20.3,Soil or fill use,"20.3
		  (1) A person must not remove soil from or place fill on agricultural land unless one of the following applies:"
299,2,20.3,Soil or fill use,(a) the removal or placement is permitted under section 25 or 45 and the removal or placement is done in accordance with the permission;
300,2,20.3,Soil or fill use,(b) the removal or placement is permitted under the regulations and the removal or placement is done in accordance with the regulations;
301,2,20.3,Soil or fill use,(c) the person
302,2,20.3,Soil or fill use,"(i)  is an owner of the agricultural land, or has a right of entry, granted under an enactment, to the agricultural land,"
303,2,20.3,Soil or fill use,"(ii)  first submits to the chief executive officer the prescribed fee and notice of the person's intent, in the form and manner required by the chief executive officer, and"
304,2,20.3,Soil or fill use,"(iii)  receives approval under subsection (2) (b) and removes the soil or places the fill in accordance with the approval, or is a person to whom subsection (4) applies."
305,2,20.3,Soil or fill use,"(2) If the chief executive officer receives the fee and notice submitted under subsection (1) (c) (ii), the chief executive officer must do one or more of the following:"
306,2,20.3,Soil or fill use,(a) request further information from the person who gave the notice;
307,2,20.3,Soil or fill use,"(b) approve, in writing, the removal of soil or the placement of fill"
308,2,20.3,Soil or fill use,"(i)  as set out in the notice, or"
